
Steady-state run  :  SOLVIT

      LOOPCT    ;   RELXCC   ;         NRLXCC        ;   ENBALA   ;   ENBALR   ;   DAMPT  ;  VTPSEQ
           9    ; -2.867e-005 ;      100 (        WS) ; -3.329e-004 ; -2.451e-007 ;   1.1069 ;    1


Transient run  :  Crank-Nicholson

   ;                                  Time Variables                ;;;;               Implicit Convergence                   ;;;;               Time Discretisation Error                          ;;;
                                 % TIME    ;  TIMEN    ;    DTIMEU   ; LOOPCT ;   RELXCC   ;        NRLXCC         ;   ENBALT   ;    ERRT     ;        NERRMAX        ;   DT OPT  ;
 1 ------------------------->   29.69353 % ;  8991.200 ;   10.00000  ;      3 ; -2.974e-005 ;      100 (        WS) ; 2.018e-004 ;  1.937e-007 ;     1000 (        WS) ;   722.007 
 1 ------------------------->   30.00000 % ;  9084.000 ;    6.40000  ;      3 ; -6.459e-006 ;      100 (        WS) ; 4.872e-005 ;  2.471e-008 ;     1000 (        WS) ;   917.867 
 1 ------------------------->   30.33025 % ;  9184.000 ;   10.00000  ;      5 ; -9.501e-005 ;      100 (        WS) ; 7.150e-004 ;  6.077e-006 ;     1100 (        WS) ;   228.919 
 1 ------------------------->   30.66050 % ;  9284.000 ;   10.00000  ;      3 ; -7.611e-006 ;      300 (        WS) ; 6.259e-005 ;  3.631e-007 ;     1100 (        WS) ;   585.572 
 1 ------------------------->   30.97886 % ;  9380.400 ;    6.40000  ;      3 ; -6.654e-006 ;      300 (        WS) ; 5.443e-005 ;  1.475e-007 ;     1100 (        WS) ;   505.959 
 1 ------------------------->   31.29723 % ;  9476.800 ;   10.00000  ;      3 ; -2.061e-005 ;      300 (        WS) ; 1.683e-004 ;  5.398e-007 ;     1100 (        WS) ;   513.051 
 1 ------------------------->   31.62748 % ;  9576.800 ;   10.00000  ;      3 ; -3.228e-005 ;      300 (        WS) ; 2.701e-004 ;  6.207e-007 ;     1100 (        WS) ;   489.710 
 1 ------------------------->   31.95773 % ;  9676.800 ;   10.00000  ;      5 ; -6.956e-005 ;      100 (        WS) ; 6.900e-004 ;  5.664e-006 ;     1100 (        WS) ;   234.348 
 1 ------------------------->   32.26420 % ;  9769.600 ;   10.00000  ;      6 ; -1.842e-005 ;      100 (        WS) ; 1.876e-004 ;  9.100e-006 ;     1100 (        WS) ;   200.092 
 1 ------------------------->   32.59445 % ;  9869.600 ;   10.00000  ;      4 ; -2.880e-005 ;      200 (        WS) ; 2.973e-004 ;  9.040e-007 ;     1100 (        WS) ;   432.040 
 1 ------------------------->   32.92470 % ;  9969.600 ;   10.00000  ;      4 ; -3.986e-005 ;      200 (        WS) ; 3.783e-004 ;  9.078e-007 ;     1100 (        WS) ;   431.428 
 1 ------------------------->   33.23118 % ; 10062.400 ;   10.00000  ;      4 ; -5.446e-005 ;      200 (        WS) ; 4.704e-004 ;  9.544e-007 ;     1100 (        WS) ;   424.298 
 1 ------------------------->   33.56143 % ; 10162.400 ;   10.00000  ;      4 ; -7.495e-005 ;      200 (        WS) ; 5.719e-004 ;  9.284e-007 ;     1100 (        WS) ;   428.216 
 1 ------------------------->   33.89168 % ; 10262.400 ;   10.00000  ;      4 ; -6.343e-005 ;      200 (        WS) ; 4.121e-004 ;  1.053e-006 ;     1000 (        WS) ;   410.569 
 1 ------------------------->   34.19815 % ; 10355.200 ;   10.00000  ;      7 ; 3.714e-005 ;      200 (        WS) ; 2.273e-004 ;  5.588e-005 ;     1000 (        WS) ;   109.270 
 1 ------------------------->   34.52840 % ; 10455.200 ;   10.00000  ;      5 ; -9.265e-005 ;      200 (        WS) ; 4.580e-004 ;  5.175e-007 ;     1100 (        WS) ;   520.308 
 1 ------------------------->   34.85865 % ; 10555.200 ;   10.00000  ;      5 ; -7.021e-005 ;      200 (        WS) ; 3.597e-004 ;  5.618e-007 ;     1100 (        WS) ;   506.254 
 1 ------------------------->   35.16513 % ; 10648.000 ;   10.00000  ;      5 ; -5.327e-005 ;      200 (        WS) ; 2.811e-004 ;  5.225e-007 ;     1100 (        WS) ;   518.654 
 1 ------------------------->   35.49538 % ; 10748.000 ;   10.00000  ;      5 ; -3.957e-005 ;      200 (        WS) ; 2.146e-004 ;  4.460e-007 ;     1100 (        WS) ;   546.765 
 1 ------------------------->   35.82563 % ; 10848.000 ;   10.00000  ;      5 ; -3.051e-005 ;      200 (        WS) ; 1.690e-004 ;  3.560e-007 ;     1100 (        WS) ;   589.407 
 1 ------------------------->   36.13210 % ; 10940.800 ;   10.00000  ;      8 ; 2.915e-005 ;      200 (        WS) ; 3.146e-004 ;  2.221e-003 ;     1100 (        WS) ;    32.017 
 1 ------------------------->   36.46235 % ; 11040.800 ;   10.00000  ;      2 ; 8.517e-005 ;      200 (        WS) ; 1.432e-004 ;  1.779e-006 ;     1100 (        WS) ;   344.732 
 1 ------------------------->   36.79260 % ; 11140.800 ;   10.00000  ;      2 ; 7.721e-005 ;      200 (        WS) ; 1.295e-004 ;  1.590e-006 ;     1100 (        WS) ;   357.887 
 1 ------------------------->   37.09908 % ; 11233.600 ;   10.00000  ;      2 ; 7.047e-005 ;      200 (        WS) ; 1.180e-004 ;  1.438e-006 ;     1100 (        WS) ;   370.126 
 1 ------------------------->   37.42933 % ; 11333.600 ;   10.00000  ;      2 ; 6.436e-005 ;      200 (        WS) ; 1.075e-004 ;  1.293e-006 ;     1100 (        WS) ;   383.473 
 1 ------------------------->   37.75958 % ; 11433.600 ;   10.00000  ;      2 ; 5.876e-005 ;      200 (        WS) ; 9.800e-005 ;  1.166e-006 ;     1100 (        WS) ;   396.864 
 1 ------------------------->   38.06605 % ; 11526.400 ;   10.00000  ;      2 ; 4.897e-005 ;      200 (        WS) ; 8.154e-005 ;  1.074e-006 ;     1100 (        WS) ;   407.978 
 1 ------------------------->   38.39630 % ; 11626.400 ;   10.00000  ;      2 ; 4.959e-005 ;      200 (        WS) ; 8.245e-005 ;  9.637e-007 ;     1100 (        WS) ;   422.928 
 1 ------------------------->   38.72655 % ; 11726.400 ;   10.00000  ;      2 ; 4.554e-005 ;      200 (        WS) ; 7.560e-005 ;  8.761e-007 ;     1100 (        WS) ;   436.580 
 1 ------------------------->   39.03303 % ; 11819.200 ;   10.00000  ;      2 ; 3.983e-005 ;      200 (        WS) ; 6.604e-005 ;  6.507e-007 ;     1100 (        WS) ;   482.072 
 1 ------------------------->   39.36328 % ; 11919.200 ;   10.00000  ;      2 ; 3.882e-005 ;      200 (        WS) ; 6.428e-005 ;  7.336e-007 ;     1100 (        WS) ;   463.178 
 1 ------------------------->   39.69353 % ; 12019.200 ;   10.00000  ;      1 ; 9.246e-005 ;      300 (        WS) ; 2.947e-004 ;  7.017e-007 ;     1100 (        WS) ;   470.109 
 1 ------------------------->   40.00000 % ; 12112.000 ;    6.40000  ;      1 ; 4.783e-005 ;      300 (        WS) ; 1.276e-004 ;  1.637e-007 ;     1100 (        WS) ;   488.747 
 1 ------------------------->   40.33025 % ; 12212.000 ;   10.00000  ;      1 ; 7.487e-005 ;      300 (        WS) ; 2.500e-004 ;  5.953e-007 ;     1100 (        WS) ;   496.601 
 1 ------------------------->   40.66050 % ; 12312.000 ;   10.00000  ;      1 ; 8.847e-005 ;      300 (        WS) ; 2.351e-004 ;  5.227e-007 ;     1100 (        WS) ;   518.579 
 1 ------------------------->   40.97886 % ; 12408.400 ;    6.40000  ;      1 ; 5.000e-005 ;      300 (        WS) ; 1.326e-004 ;  1.574e-007 ;     1100 (        WS) ;   495.116 
 1 ------------------------->   41.29723 % ; 12504.800 ;   10.00000  ;      1 ; 7.645e-005 ;      300 (        WS) ; 2.024e-004 ;  4.466e-007 ;     1100 (        WS) ;   546.494 
 1 ------------------------->   41.62748 % ; 12604.800 ;   10.00000  ;      1 ; 7.084e-005 ;      300 (        WS) ; 1.873e-004 ;  4.126e-007 ;     1100 (        WS) ;   561.127 
 1 ------------------------->   41.95773 % ; 12704.800 ;   10.00000  ;      1 ; 6.577e-005 ;      300 (        WS) ; 1.736e-004 ;  3.816e-007 ;     1100 (        WS) ;   575.916 
 1 ------------------------->   42.26420 % ; 12797.600 ;   10.00000  ;      1 ; 6.133e-005 ;      300 (        WS) ; 1.617e-004 ;  3.554e-007 ;     1100 (        WS) ;   589.731 
 1 ------------------------->   42.59445 % ; 12897.600 ;   10.00000  ;      8 ; -2.902e-005 ;      100 (        WS) ; 8.128e-005 ;  1.956e-005 ;     1100 (        WS) ;   155.048 
 1 ------------------------->   42.92470 % ; 12997.600 ;   10.00000  ;      5 ; 6.567e-006 ;      400 (        WS) ; 5.157e-005 ;  1.043e-006 ;     1100 (        WS) ;   411.966 
